arm,strategy,dataset,seed,n_cal_target,n_cal,n_test,epsilon,confidence,coverage,lower_ci,upper_ci,violation,structural_violation,reject_rate,singleton_precision,singleton_recall,singleton_correct_count,singleton_count,singleton_precision_recall_defined
C,experimental.difficulty_normalized,je4243,46,100,100,73,0.05,0.95,0.9863013698630136,0.9260236768216559,0.9996532408475827,False,False,0.8904109589041096,0.875,0.0958904109589041,7,8,True
A,builtin.default,je4243,46,100,100,73,0.1,0.9,0.8904109589041096,0.7954356791513938,0.9514835762790721,True,False,0.5616438356164384,0.75,0.3287671232876712,24,32,True
C,experimental.difficulty_normalized,je4243,46,100,100,73,0.1,0.9,0.8356164383561644,0.7304564280243105,0.9120700678664172,True,False,0.5753424657534246,0.6129032258064516,0.2602739726027397,19,31,True
A,builtin.default,je4243,46,200,200,73,0.05,0.95,0.9863013698630136,0.9260236768216559,0.9996532408475827,False,False,0.9041095890410958,0.8571428571428571,0.0821917808219178,6,7,True
C,experimental.difficulty_normalized,je4243,46,200,200,73,0.05,0.95,0.9863013698630136,0.9260236768216559,0.9996532408475827,False,False,0.9041095890410958,0.8571428571428571,0.0821917808219178,6,7,True
A,builtin.default,je4243,46,200,200,73,0.1,0.9,0.958904109589041,0.8845639212331328,0.991443510492193,False,False,0.7945205479452054,0.8,0.1643835616438356,12,15,True
C,experimental.difficulty_normalized,je4243,46,200,200,73,0.1,0.9,0.9452054794520548,0.8656061656452231,0.9848704761618117,False,False,0.7671232876712328,0.7647058823529411,0.1780821917808219,13,17,True
A,builtin.default,je4243,46,400,288,73,0.05,0.95,0.9315068493150684,0.8473529862225702,0.9773878044971686,True,False,0.8356164383561644,0.5833333333333334,0.0958904109589041,7,12,True
C,experimental.difficulty_normalized,je4243,46,400,288,73,0.05,0.95,0.958904109589041,0.8845639212331328,0.991443510492193,False,False,0.9041095890410958,0.5714285714285714,0.0547945205479452,4,7,True
A,builtin.default,je4243,46,400,288,73,0.1,0.9,0.8767123287671232,0.7788202173054585,0.9420450842926539,True,False,0.7671232876712328,0.47058823529411764,0.1095890410958904,8,17,True
C,experimental.difficulty_normalized,je4243,46,400,288,73,0.1,0.9,0.9178082191780822,0.829638920771308,0.9692384699255862,False,False,0.8493150684931506,0.45454545454545453,0.0684931506849315,5,11,True
A,builtin.default,kc1,42,50,50,239,0.05,0.95,0.9707112970711297,0.9405877546286615,0.988144984951568,False,False,0.7907949790794979,0.86,0.1799163179916318,43,50,True
C,experimental.difficulty_normalized,kc1,42,50,50,239,0.05,0.95,0.9456066945606695,0.9087817627468205,0.970723434039295,True,False,0.7280334728033473,0.8,0.2175732217573222,52,65,True
A,builtin.default,kc1,42,50,50,239,0.1,0.9,0.8661087866108786,0.8162720162250626,0.9065834935196114,True,False,0.28870292887029286,0.8117647058823529,0.5774058577405857,138,170,True
C,experimental.difficulty_normalized,kc1,42,50,50,239,0.1,0.9,0.8744769874476988,0.8256792413636939,0.9136837149187301,True,False,0.3472803347280335,0.8076923076923077,0.5271966527196653,126,156,True
A,builtin.default,kc1,42,100,100,239,0.05,0.95,0.9079497907949791,0.8639531266025795,0.9414110046787034,True,True,0.5271966527196653,0.8053097345132744,0.3807531380753138,91,113,True
C,experimental.difficulty_normalized,kc1,42,100,100,239,0.05,0.95,0.9079497907949791,0.8639531266025795,0.9414110046787034,True,True,0.4811715481171548,0.8225806451612904,0.42677824267782427,102,124,True
A,builtin.default,kc1,42,100,100,239,0.1,0.9,0.891213389121339,0.8446749832962177,0.9276953313176212,True,False,0.4100418410041841,0.8156028368794326,0.4811715481171548,115,141,True
C,experimental.difficulty_normalized,kc1,42,100,100,239,0.1,0.9,0.8619246861924686,0.8115889639547911,0.9030120440874378,True,False,0.30962343096234307,0.8,0.5523012552301255,132,165,True
A,builtin.default,kc1,42,200,200,239,0.05,0.95,0.9539748953974896,0.9191420908819516,0.9768036480716545,False,False,0.7405857740585774,0.8225806451612904,0.21338912133891214,51,62,True
C,experimental.difficulty_normalized,kc1,42,200,200,239,0.05,0.95,0.9330543933054394,0.8935594822507833,0.9612536660597776,True,False,0.6569037656903766,0.8048780487804879,0.27615062761506276,66,82,True
A,builtin.default,kc1,42,200,200,239,0.1,0.9,0.8661087866108786,0.8162720162250626,0.9065834935196114,True,False,0.3305439330543933,0.8,0.5355648535564853,128,160,True
C,experimental.difficulty_normalized,kc1,42,200,200,239,0.1,0.9,0.8870292887029289,0.8399016913760301,0.9242178637870894,True,False,0.4309623430962343,0.8014705882352942,0.4560669456066946,109,136,True
A,builtin.default,kc1,42,400,400,239,0.05,0.95,0.9790794979079498,0.9518565032796886,0.9931731013710121,False,False,0.8284518828451883,0.8780487804878049,0.1506276150627615,36,41,True
C,experimental.difficulty_normalized,kc1,42,400,400,239,0.05,0.95,0.9372384937238494,0.8985964255432022,0.9644506815772919,True,False,0.7154811715481172,0.7794117647058824,0.2217573221757322,53,68,True
A,builtin.default,kc1,42,400,400,239,0.1,0.9,0.8870292887029289,0.8399016913760301,0.9242178637870894,True,False,0.45188284518828453,0.7938931297709924,0.4351464435146444,104,131,True
C,experimental.difficulty_normalized,kc1,42,400,400,239,0.1,0.9,0.8661087866108786,0.8162720162250626,0.9065834935196114,True,False,0.3891213389121339,0.7808219178082192,0.4769874476987448,114,146,True
A,builtin.default,kc1,43,50,50,239,0.05,0.95,0.9330543933054394,0.8935594822507833,0.9612536660597776,True,False,0.6569037656903766,0.8048780487804879,0.27615062761506276,66,82,True
C,experimental.difficulty_normalized,kc1,43,50,50,239,0.05,0.95,0.9790794979079498,0.9518565032796886,0.9931731013710121,False,False,0.9497907949790795,0.5833333333333334,0.029288702928870293,7,12,True
A,builtin.default,kc1,43,50,50,239,0.1,0.9,0.9330543933054394,0.8935594822507833,0.9612536660597776,False,False,0.6569037656903766,0.8048780487804879,0.27615062761506276,66,82,True
C,experimental.difficulty_normalized,kc1,43,50,50,239,0.1,0.9,0.9372384937238494,0.8985964255432022,0.9644506815772919,False,False,0.6192468619246861,0.8351648351648352,0.3179916317991632,76,91,True
A,builtin.default,kc1,43,100,100,239,0.05,0.95,0.9456066945606695,0.9087817627468205,0.970723434039295,True,False,0.6820083682008368,0.8289473684210527,0.26359832635983266,63,76,True
C,experimental.difficulty_normalized,kc1,43,100,100,239,0.05,0.95,0.9790794979079498,0.9518565032796886,0.9931731013710121,False,False,0.8828451882845189,0.8214285714285714,0.09623430962343096,23,28,True
A,builtin.default,kc1,43,100,100,239,0.1,0.9,0.9121338912133892,0.8688241560424388,0.9447856125579105,False,False,0.5146443514644351,0.8189655172413793,0.39748953974895396,95,116,True
C,experimental.difficulty_normalized,kc1,43,100,100,239,0.1,0.9,0.9163179916317992,0.8737182970717077,0.9481357186641651,False,False,0.606694560669456,0.7872340425531915,0.30962343096234307,74,94,True
A,builtin.default,kc1,43,200,200,239,0.05,0.95,0.9665271966527197,0.9351130626579434,0.9854401205514108,False,False,0.6861924686192469,0.8933333333333333,0.2803347280334728,67,75,True
C,experimental.difficulty_normalized,kc1,43,200,200,239,0.05,0.95,0.9665271966527197,0.9351130626579434,0.9854401205514108,False,False,0.8284518828451883,0.8048780487804879,0.13807531380753138,33,41,True
A,builtin.default,kc1,43,200,200,239,0.1,0.9,0.9665271966527197,0.9351130626579434,0.9854401205514108,False,False,0.6861924686192469,0.8933333333333333,0.2803347280334728,67,75,True
C,experimental.difficulty_normalized,kc1,43,200,200,239,0.1,0.9,0.9288702928870293,0.888555584159326,0.9580209503594315,False,False,0.5188284518828452,0.8521739130434782,0.4100418410041841,98,115,True
A,builtin.default,kc1,43,400,400,239,0.05,0.95,0.9539748953974896,0.9191420908819516,0.9768036480716545,False,False,0.6652719665271967,0.8625,0.28870292887029286,69,80,True
C,experimental.difficulty_normalized,kc1,43,400,400,239,0.05,0.95,0.9456066945606695,0.9087817627468205,0.970723434039295,True,False,0.7196652719665272,0.8059701492537313,0.22594142259414227,54,67,True
A,builtin.default,kc1,43,400,400,239,0.1,0.9,0.9288702928870293,0.888555584159326,0.9580209503594315,False,False,0.4602510460251046,0.8682170542635659,0.4686192468619247,112,129,True
C,experimental.difficulty_normalized,kc1,43,400,400,239,0.1,0.9,0.8870292887029289,0.8399016913760301,0.9242178637870894,True,False,0.41841004184100417,0.8057553956834532,0.4686192468619247,112,139,True
A,builtin.default,kc1,44,50,50,239,0.05,0.95,0.9707112970711297,0.9405877546286615,0.988144984951568,False,False,0.7447698744769874,0.8852459016393442,0.22594142259414227,54,61,True
C,experimental.difficulty_normalized,kc1,44,50,50,239,0.05,0.95,0.9874476987447699,0.9637571258368348,0.9974038953589075,False,False,0.9079497907949791,0.8636363636363636,0.0794979079497908,19,22,True
A,builtin.default,kc1,44,50,50,239,0.1,0.9,0.9707112970711297,0.9405877546286615,0.988144984951568,False,False,0.7447698744769874,0.8852459016393442,0.22594142259414227,54,61,True
C,experimental.difficulty_normalized,kc1,44,50,50,239,0.1,0.9,0.9246861924686193,0.8835821847468921,0.9547554366697101,False,False,0.6234309623430963,0.8,0.301255230125523,72,90,True
A,builtin.default,kc1,44,100,100,239,0.05,0.95,0.99581589958159,0.9769094285182709,0.9998940733596425,False,False,0.9539748953974896,0.9090909090909091,0.04184100418410042,10,11,True
C,experimental.difficulty_normalized,kc1,44,100,100,239,0.05,0.95,0.9748953974895398,0.9461615186104348,0.9907325556925517,False,False,0.895397489539749,0.76,0.0794979079497908,19,25,True
A,builtin.default,kc1,44,100,100,239,0.1,0.9,0.9581589958158996,0.9244008817658164,0.9797560940507414,False,False,0.7196652719665272,0.8507462686567164,0.2384937238493724,57,67,True
C,experimental.difficulty_normalized,kc1,44,100,100,239,0.1,0.9,0.9456066945606695,0.9087817627468205,0.970723434039295,False,False,0.7782426778242678,0.7547169811320755,0.16736401673640167,40,53,True
A,builtin.default,kc1,44,200,200,239,0.05,0.95,0.9874476987447699,0.9637571258368348,0.9974038953589075,False,False,0.8410041841004184,0.9210526315789473,0.14644351464435146,35,38,True
C,experimental.difficulty_normalized,kc1,44,200,200,239,0.05,0.95,0.9623430962343096,0.9297214418774615,0.9826387555165423,False,False,0.8577405857740585,0.7352941176470589,0.10460251046025104,25,34,True
A,builtin.default,kc1,44,200,200,239,0.1,0.9,0.9665271966527197,0.9351130626579434,0.9854401205514108,False,False,0.7489539748953975,0.8666666666666667,0.2175732217573222,52,60,True
C,experimental.difficulty_normalized,kc1,44,200,200,239,0.1,0.9,0.9121338912133892,0.8688241560424388,0.9447856125579105,False,False,0.5732217573221757,0.7941176470588235,0.3389121338912134,81,102,True
A,builtin.default,kc1,44,400,400,239,0.05,0.95,0.9707112970711297,0.9405877546286615,0.988144984951568,False,False,0.7740585774058577,0.8703703703703703,0.19665271966527198,47,54,True
C,experimental.difficulty_normalized,kc1,44,400,400,239,0.05,0.95,0.9539748953974896,0.9191420908819516,0.9768036480716545,False,False,0.803347280334728,0.7659574468085106,0.1506276150627615,36,47,True
A,builtin.default,kc1,44,400,400,239,0.1,0.9,0.9288702928870293,0.888555584159326,0.9580209503594315,False,False,0.5606694560669456,0.8380952380952381,0.3682008368200837,88,105,True
C,experimental.difficulty_normalized,kc1,44,400,400,239,0.1,0.9,0.9246861924686193,0.8835821847468921,0.9547554366697101,False,False,0.5188284518828452,0.8434782608695652,0.40585774058577406,97,115,True
A,builtin.default,kc1,45,50,50,239,0.05,0.95,0.9456066945606695,0.9087817627468205,0.970723434039295,True,False,0.6192468619246861,0.8571428571428571,0.3263598326359833,78,91,True
C,experimental.difficulty_normalized,kc1,45,50,50,239,0.05,0.95,0.9539748953974896,0.9191420908819516,0.9768036480716545,False,False,0.6401673640167364,0.872093023255814,0.3138075313807531,75,86,True
A,builtin.default,kc1,45,50,50,239,0.1,0.9,0.9456066945606695,0.9087817627468205,0.970723434039295,False,False,0.6192468619246861,0.8571428571428571,0.3263598326359833,78,91,True
C,experimental.difficulty_normalized,kc1,45,50,50,239,0.1,0.9,0.8870292887029289,0.8399016913760301,0.9242178637870894,True,False,0.41841004184100417,0.8057553956834532,0.4686192468619247,112,139,True
A,builtin.default,kc1,45,100,100,239,0.05,0.95,0.9456066945606695,0.9087817627468205,0.970723434039295,True,False,0.6359832635983264,0.8505747126436781,0.30962343096234307,74,87,True
C,experimental.difficulty_normalized,kc1,45,100,100,239,0.05,0.95,0.9330543933054394,0.8935594822507833,0.9612536660597776,True,False,0.5606694560669456,0.8476190476190476,0.3723849372384937,89,105,True
A,builtin.default,kc1,45,100,100,239,0.1,0.9,0.9121338912133892,0.8688241560424388,0.9447856125579105,False,False,0.4560669456066946,0.8384615384615385,0.4560669456066946,109,130,True
C,experimental.difficulty_normalized,kc1,45,100,100,239,0.1,0.9,0.895397489539749,0.8494658249369785,0.9311544154691449,True,False,0.33472803347280333,0.8427672955974843,0.5606694560669456,134,159,True
A,builtin.default,kc1,45,200,200,239,0.05,0.95,0.9665271966527197,0.9351130626579434,0.9854401205514108,False,False,0.7405857740585774,0.8709677419354839,0.22594142259414227,54,62,True
C,experimental.difficulty_normalized,kc1,45,200,200,239,0.05,0.95,0.9623430962343096,0.9297214418774615,0.9826387555165423,False,False,0.7740585774058577,0.8333333333333334,0.18828451882845187,45,54,True
A,builtin.default,kc1,45,200,200,239,0.1,0.9,0.9079497907949791,0.8639531266025795,0.9414110046787034,False,False,0.4811715481171548,0.8225806451612904,0.42677824267782427,102,124,True
C,experimental.difficulty_normalized,kc1,45,200,200,239,0.1,0.9,0.9121338912133892,0.8688241560424388,0.9447856125579105,False,False,0.4435146443514644,0.8421052631578947,0.4686192468619247,112,133,True
A,builtin.default,kc1,45,400,400,239,0.05,0.95,0.9539748953974896,0.9191420908819516,0.9768036480716545,False,False,0.6443514644351465,0.8705882352941177,0.30962343096234307,74,85,True
C,experimental.difficulty_normalized,kc1,45,400,400,239,0.05,0.95,0.9497907949790795,0.9139377037401818,0.9737903810753225,True,False,0.7238493723849372,0.8181818181818182,0.22594142259414227,54,66,True
A,builtin.default,kc1,45,400,400,239,0.1,0.9,0.9037656903765691,0.8591038525420328,0.9380133974673023,False,False,0.4602510460251046,0.8217054263565892,0.4435146443514644,106,129,True
C,experimental.difficulty_normalized,kc1,45,400,400,239,0.1,0.9,0.9079497907949791,0.8639531266025795,0.9414110046787034,False,False,0.5606694560669456,0.7904761904761904,0.3472803347280335,83,105,True
A,builtin.default,kc1,46,50,50,239,0.05,0.95,0.9623430962343096,0.9297214418774615,0.9826387555165423,False,False,0.7071129707112971,0.8714285714285714,0.25523012552301255,61,70,True
C,experimental.difficulty_normalized,kc1,46,50,50,239,0.05,0.95,0.9539748953974896,0.9191420908819516,0.9768036480716545,False,False,0.803347280334728,0.7659574468085106,0.1506276150627615,36,47,True
A,builtin.default,kc1,46,50,50,239,0.1,0.9,0.9037656903765691,0.8591038525420328,0.9380133974673023,False,False,0.46443514644351463,0.8203125,0.4393305439330544,105,128,True
C,experimental.difficulty_normalized,kc1,46,50,50,239,0.1,0.9,0.9288702928870293,0.888555584159326,0.9580209503594315,False,False,0.6527196652719666,0.7951807228915663,0.27615062761506276,66,83,True
A,builtin.default,kc1,46,100,100,239,0.05,0.95,0.9581589958158996,0.9244008817658164,0.9797560940507414,False,False,0.7112970711297071,0.855072463768116,0.24686192468619247,59,69,True
C,experimental.difficulty_normalized,kc1,46,100,100,239,0.05,0.95,0.9581589958158996,0.9244008817658164,0.9797560940507414,False,False,0.7949790794979079,0.7959183673469388,0.16317991631799164,39,49,True
A,builtin.default,kc1,46,100,100,239,0.1,0.9,0.8619246861924686,0.8115889639547911,0.9030120440874378,True,False,0.3723849372384937,0.78,0.4895397489539749,117,150,True
C,experimental.difficulty_normalized,kc1,46,100,100,239,0.1,0.9,0.8368200836820083,0.7837489125930385,0.8813162762484009,True,True,0.3179916317991632,0.7607361963190185,0.5188284518828452,124,163,True
A,builtin.default,kc1,46,200,200,239,0.05,0.95,0.9623430962343096,0.9297214418774615,0.9826387555165423,False,False,0.7280334728033473,0.8615384615384616,0.23430962343096234,56,65,True
C,experimental.difficulty_normalized,kc1,46,200,200,239,0.05,0.95,0.9414225941422594,0.9036693668344705,0.9676086057026425,True,False,0.7322175732217573,0.78125,0.20920502092050208,50,64,True
A,builtin.default,kc1,46,200,200,239,0.1,0.9,0.9246861924686193,0.8835821847468921,0.9547554366697101,False,False,0.5104602510460251,0.8461538461538461,0.41422594142259417,99,117,True
C,experimental.difficulty_normalized,kc1,46,200,200,239,0.1,0.9,0.899581589958159,0.8542751173769391,0.9345941328831261,True,False,0.5146443514644351,0.7931034482758621,0.38493723849372385,92,116,True
A,builtin.default,kc1,46,400,400,239,0.05,0.95,1.0,0.9846838615501735,1.0,False,False,1.0,,0.0,0,0,False
C,experimental.difficulty_normalized,kc1,46,400,400,239,0.05,0.95,0.9372384937238494,0.8985964255432022,0.9644506815772919,True,False,0.7364016736401674,0.7619047619047619,0.200836820083682,48,63,True
A,builtin.default,kc1,46,400,400,239,0.1,0.9,0.8744769874476988,0.8256792413636939,0.9136837149187301,True,False,0.40585774058577406,0.7887323943661971,0.4686192468619247,112,142,True
C,experimental.difficulty_normalized,kc1,46,400,400,239,0.1,0.9,0.8786610878661087,0.8304045408294336,0.9172112750198675,True,False,0.5104602510460251,0.7521367521367521,0.3682008368200837,88,117,True
